Rk,Name,PA,G,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
396,Vladimir Guerrero\guerrvl01,641,154,571,101,197,28,11,44,123,58,23,74,8,0,4,15,9,10,.345,.410,.664,1.074,*9/DH
397,Vladimir Guerrero\guerrvl01,677,159,623,108,202,37,7,38,109,42,13,95,7,0,5,15,11,9,.324,.371,.589,.960,*9/H
398,Vladimir Guerrero\guerrvl01,674,160,610,102,193,37,5,42,131,55,14,62,7,0,2,18,14,7,.316,.378,.600,.978,*9/H
399,Vladimir Guerrero\guerrvl01,660,150,574,89,186,45,1,27,125,71,28,62,9,0,6,19,2,3,.324,.403,.547,.950,*9D
400,Vladimir Guerrero\guerrvl01,671,159,599,107,184,45,4,34,108,60,24,88,9,0,3,24,37,16,.307,.377,.566,.943,*9
401,Vladimir Guerrero\guerrvl01,600,143,541,85,164,31,3,27,91,51,16,77,4,0,4,27,5,3,.303,.365,.521,.886,*9D
402,Vladimir Guerrero\guerrvl01,709,161,614,106,206,37,2,39,111,84,32,70,6,0,5,20,40,20,.336,.417,.593,1.010,*9
403,Vladimir Guerrero\guerrvl01,467,112,394,71,130,20,3,25,79,63,22,53,6,0,4,18,9,5,.330,.426,.586,1.012,*9
404,Aaron Guiel\guielaa01,401,99,354,63,98,30,0,15,52,27,0,63,13,2,5,3,3,5,.277,.346,.489,.835,*9H/D87
405,Aaron Guiel\guielaa01,269,70,240,30,56,13,0,4,38,19,1,61,4,2,4,3,1,5,.233,.296,.338,.633,*9H/D8
406,Jose Guillen\guilljo01,535,136,485,77,151,28,2,31,86,24,2,95,14,8,3,16,1,3,.311,.359,.569,.928,*97H/8D
407,Jose Guillen\guilljo01,259,85,240,25,57,7,0,8,31,14,1,43,3,1,1,13,4,5,.238,.287,.367,.653,*9H/78D
408,Jose Guillen\guilljo01,611,148,551,81,156,32,2,24,76,31,6,102,19,1,9,14,1,1,.283,.338,.479,.817,*9/HD7
409,Jose Guillen\guilljo01,526,143,498,58,133,20,5,14,70,17,0,88,8,0,3,16,1,2,.267,.300,.412,.712,*9/H8
410,Jose Guillen\guilljo01,605,153,573,60,153,38,2,14,84,21,0,100,6,1,4,7,3,5,.267,.298,.414,.712,*9/H8
411,Jose Guillen\guilljo01,349,105,316,40,80,16,5,10,41,18,1,65,13,2,0,6,3,1,.253,.320,.430,.750,*9H/8
412,Jose Guillen\guilljo01,659,153,593,84,172,28,2,23,99,41,2,118,19,0,5,17,5,1,.290,.353,.460,.813,*9/DH
413,Jose Guillen\guilljo01,312,81,281,30,68,8,0,9,40,22,1,50,8,0,1,13,1,0,.242,.314,.367,.681,*9D/7H
414,Jose Guillen\guilljo01,318,87,288,42,73,16,0,3,31,20,2,57,7,1,2,16,1,0,.253,.315,.340,.656,*9/H
415,Jose Guillen\guilljo01,268,69,241,28,52,15,1,9,40,15,4,48,7,0,5,8,1,0,.216,.276,.398,.674,*9/H
416,Franklin Gutierrez\gutiefr01,440,134,399,54,99,26,2,8,41,27,1,87,8,4,2,10,9,3,.248,.307,.383,.691,*9H87/D
417,Franklin Gutierrez\gutiefr01,301,100,271,41,72,13,2,13,36,21,1,77,1,5,3,7,8,3,.266,.318,.472,.790,*9H/78D
418,Franklin Gutierrez\gutiefr01,283,98,248,33,61,9,0,14,39,29,0,85,3,0,3,6,1,0,.246,.329,.452,.780,*9HD/7
419,Tony Gwynn\gwynnto01,671,154,622,90,197,29,5,6,46,45,4,33,2,1,1,17,14,11,.317,.364,.408,.773,*9/H
420,Tony Gwynn\gwynnto01,578,133,521,64,163,22,5,7,70,51,13,40,0,4,2,11,26,11,.313,.373,.415,.787,*98
421,Tony Gwynn\gwynnto01,701,160,642,107,211,33,7,14,59,52,11,35,3,2,2,20,37,9,.329,.381,.467,.848,*9/H
422,Tony Gwynn\gwynnto01,680,157,589,119,218,36,13,7,54,82,26,35,3,2,4,13,56,12,.370,.447,.511,.958,*9/H
423,Tony Gwynn\gwynnto01,629,141,573,79,177,29,10,4,72,44,20,23,1,7,4,13,17,8,.309,.357,.415,.772,*9
424,Tony Gwynn\gwynnto01,569,134,530,69,168,27,11,4,62,34,8,19,0,0,5,11,8,8,.317,.355,.432,.787,*9/H
425,Tony Gwynn\gwynnto01,505,127,461,65,148,35,0,16,69,35,6,18,1,0,8,14,3,1,.321,.364,.501,.865,*9/HD
426,Tony Gwynn\gwynnto01,569,128,520,77,165,27,3,6,41,46,12,16,0,0,3,12,3,6,.317,.371,.415,.786,*9/H
427,Tony Gwynn\gwynnto01,534,122,489,70,175,41,3,7,59,36,11,19,1,1,7,18,14,1,.358,.398,.497,.895,*9/8H
428,Tony Gwynn\gwynnto01,577,135,535,82,197,33,1,9,90,35,10,15,1,0,6,20,17,5,.368,.404,.484,.888,*9/H
429,Tony Gwynn\gwynnto01,475,110,419,79,165,35,1,12,64,48,16,19,2,1,5,20,5,0,.394,.454,.568,1.022,*9/H8
430,Tony Gwynn\gwynnto01,498,116,451,67,159,27,2,3,50,39,12,17,1,1,6,17,11,4,.353,.400,.441,.842,*9/H
431,Tony Gwynn\gwynnto01,651,149,592,97,220,49,2,17,119,43,12,28,3,1,12,12,12,5,.372,.409,.547,.957,*9/HD
432,Tony Gwynn\gwynnto01,446,111,411,59,139,27,0,10,62,29,5,14,2,0,4,15,7,2,.338,.381,.477,.858,*9/HD
433,Darryl Hamilton\hamilda02,528,128,470,67,140,19,7,5,62,45,0,42,1,4,7,10,41,14,.298,.356,.400,.756,*987/H
434,Jeffrey Hammonds\hammoje01,274,68,250,45,74,18,2,8,31,17,1,39,2,0,5,3,5,0,.296,.339,.480,.819,*9/7H
435,Jeffrey Hammonds\hammoje01,511,122,454,94,152,24,2,20,106,44,4,83,5,2,6,11,14,7,.335,.395,.529,.924,*97/8H
436,Mitch Haniger\hanigmi01,410,96,369,58,104,25,2,16,47,31,0,93,9,1,0,9,5,4,.282,.352,.491,.843,*9/87H
437,Mitch Haniger\hanigmi01,683,157,596,90,170,38,4,26,93,70,4,148,10,0,7,8,8,2,.285,.366,.493,.859,*98/7D
438,Mitch Haniger\hanigmi01,283,63,246,46,54,13,1,15,32,30,1,81,5,0,2,3,4,0,.220,.314,.463,.778,*98/HD
439,Bryce Harper\harpebr03,695,159,550,103,137,34,0,34,100,130,16,169,6,0,9,7,13,3,.249,.393,.496,.889,*98/HD3
440,Bryce Harper\harpebr03,492,111,420,95,134,27,1,29,87,68,11,99,1,0,3,15,4,2,.319,.413,.595,1.008,*9/H
441,Bryce Harper\harpebr03,654,153,521,118,172,38,1,42,99,124,15,131,5,0,4,15,6,4,.330,.460,.649,1.109,*98/D
442,Bryce Harper\harpebr03,682,157,573,98,149,36,1,35,114,99,11,178,6,0,4,10,15,3,.260,.372,.510,.882,*9/HD
443,Bryce Harper\harpebr03,627,147,506,84,123,24,2,24,86,108,20,117,3,0,10,11,21,10,.243,.373,.441,.814,*9/H
444,Lenny Harris\harrile01,317,132,290,30,75,15,0,6,27,17,3,21,2,4,4,13,6,5,.259,.300,.372,.673,*9H75/4381D
445,Corey Hart\hartco01,657,157,612,76,164,45,6,20,91,27,2,109,5,4,9,17,23,7,.268,.300,.459,.759,*9/H
446,Corey Hart\hartco01,472,115,419,64,109,24,3,12,48,43,0,92,6,1,3,9,11,6,.260,.335,.418,.753,*9/H
447,Corey Hart\hartco01,614,145,558,91,158,34,4,31,102,45,2,140,6,0,5,14,7,6,.283,.340,.525,.865,*9/H
448,Corey Hart\hartco01,551,130,492,80,140,25,4,26,63,51,1,114,4,3,1,12,7,6,.285,.356,.510,.866,*9/H
449,Corey Hart\hartco01,566,140,505,86,149,33,9,24,81,36,3,99,13,5,7,6,23,7,.295,.353,.539,.892,*98H
450,Billy Hatcher\hatchbi01,327,87,298,39,73,14,2,3,31,17,0,28,1,5,6,5,8,6,.245,.283,.336,.618,*98/H7D
451,Brad Hawpe\hawpebr01,351,101,305,38,80,10,3,9,47,43,3,70,0,0,3,5,2,2,.262,.350,.403,.754,*9H
452,Brad Hawpe\hawpebr01,575,150,499,67,146,33,6,22,84,74,11,123,0,0,2,8,5,5,.293,.383,.515,.898,*9H
453,Brad Hawpe\hawpebr01,606,152,516,80,150,33,4,29,116,81,11,137,3,1,5,13,0,2,.291,.387,.539,.926,*9H
454,Brad Hawpe\hawpebr01,569,138,488,69,138,24,3,25,85,76,6,134,3,0,2,7,2,2,.283,.381,.498,.879,*9/H
455,Brad Hawpe\hawpebr01,346,103,298,31,73,21,2,9,44,42,4,85,2,0,4,5,2,1,.245,.338,.419,.758,*9H/3D
456,Brad Hawpe\hawpebr01,588,145,501,82,143,42,3,23,86,79,7,145,4,0,4,17,1,3,.285,.384,.519,.903,*9/HD
457,Von Hayes\hayesvo01,652,154,540,93,140,27,2,26,78,101,14,103,4,0,7,7,28,7,.259,.376,.461,.837,*9385/H
458,Von Hayes\hayesvo01,350,94,307,35,69,17,1,4,29,37,4,54,0,3,3,9,11,6,.225,.305,.326,.631,*9/HD3
459,Von Hayes\hayesvo01,568,129,467,70,122,14,3,17,73,87,16,81,4,0,10,10,16,7,.261,.375,.413,.788,*97/8H
460,George Hendrick\hendrge01,317,102,283,45,77,13,1,14,47,26,5,41,1,4,3,11,1,1,.272,.332,.473,.806,*9H/3D8
461,George Hendrick\hendrge01,323,85,297,28,64,16,0,4,31,22,2,50,0,0,4,15,1,0,.215,.266,.310,.576,*9/HD
462,Jeremy Hermida\hermije01,491,129,429,48,111,14,2,13,47,56,4,101,4,0,2,6,5,2,.259,.348,.392,.740,*97/HD
463,Jeremy Hermida\hermije01,348,99,307,37,77,19,1,5,28,33,3,70,5,2,1,6,4,1,.251,.332,.368,.700,*9H/8
464,Jeremy Hermida\hermije01,484,123,429,54,127,32,1,18,63,47,2,105,4,1,3,10,3,4,.296,.369,.501,.870,*9/H
465,Jeremy Hermida\hermije01,559,142,502,74,125,22,3,17,61,48,5,138,7,1,1,12,6,1,.249,.323,.406,.729,*9H
466,Jose Herrera\herrejo02,346,108,320,44,86,15,1,6,30,20,1,59,3,3,0,5,8,2,.269,.318,.378,.696,*9H8/D
467,Jason Heyward\heywaja01,623,142,520,83,144,29,5,18,72,91,2,128,10,0,2,13,11,6,.277,.393,.456,.849,*9/H
468,Jason Heyward\heywaja01,651,158,587,93,158,30,6,27,82,58,1,152,2,0,3,4,21,8,.269,.335,.479,.814,*9/H8
469,Jason Heyward\heywaja01,456,128,396,50,90,18,2,14,42,51,4,93,4,0,3,7,9,2,.227,.319,.389,.708,*9H
470,Jason Heyward\heywaja01,610,154,547,79,160,33,4,13,60,56,4,90,2,0,3,13,23,3,.293,.359,.439,.797,*98/H
471,Jason Heyward\heywaja01,649,149,573,74,155,26,3,11,58,67,3,98,6,0,3,2,20,4,.271,.351,.384,.735,*9/H
472,Jason Heyward\heywaja01,489,127,440,67,119,23,4,8,57,42,1,60,2,2,2,7,1,1,.270,.335,.395,.731,*98/H
473,Jason Heyward\heywaja01,440,104,382,67,97,22,1,14,38,48,1,73,8,1,0,7,2,4,.254,.349,.427,.776,*98/H
474,Jason Heyward\heywaja01,481,126,432,59,112,15,4,11,59,41,1,67,3,2,2,8,4,4,.259,.326,.389,.715,*98/H
475,Jason Heyward\heywaja01,589,147,513,78,129,20,4,21,62,68,5,110,5,0,3,12,8,3,.251,.343,.429,.772,*9*8/H
476,Jason Heyward\heywaja01,592,142,530,61,122,27,1,7,49,54,0,93,5,1,2,12,11,4,.230,.306,.325,.631,*98/H
477,Aaron Hicks\hicksaa01,361,123,327,32,71,13,1,8,31,30,1,68,0,1,3,7,3,4,.217,.281,.336,.617,*978H/D
478,Richard Hidalgo\hidalri01,585,141,514,91,159,43,4,28,88,58,8,104,8,0,5,10,9,7,.309,.385,.572,.957,*9/HD
479,Richard Hidalgo\hidalri01,579,144,523,67,125,26,3,25,82,44,7,129,5,0,6,19,4,4,.239,.301,.444,.745,*9/7H
480,Richard Hidalgo\hidalri01,439,114,388,54,91,17,4,15,48,43,1,85,6,0,2,13,6,2,.235,.319,.415,.734,*9/H8
481,Richard Hidalgo\hidalri01,339,88,308,43,68,12,0,16,43,26,1,74,4,0,1,8,1,2,.221,.289,.416,.705,*9/H8D
482,Bobby Higginson\higgibo02,539,130,469,61,110,13,4,14,52,59,3,73,3,1,6,12,8,8,.235,.320,.369,.689,*9/DH8
483,Bobby Higginson\higgibo02,445,107,377,51,90,18,0,12,46,64,2,66,2,0,2,2,4,6,.239,.351,.382,.733,*9D/H
484,Bobby Higginson\higgibo02,686,157,612,92,174,37,4,25,85,63,2,101,6,0,4,16,3,3,.284,.355,.480,.835,*97/HD
485,Bobby Higginson\higgibo02,531,131,448,63,110,24,2,12,64,70,5,84,7,2,4,10,5,2,.246,.353,.388,.742,*9D/H
486,Glenallen Hill\hillgl01,428,128,398,47,104,28,4,11,64,19,0,87,4,0,7,8,7,4,.261,.297,.435,.731,*9H/D
487,Glenallen Hill\hillgl01,539,132,497,71,131,29,4,24,86,39,4,98,1,0,2,11,25,5,.264,.317,.483,.800,*9/H8
488,Glenallen Hill\hillgl01,421,98,379,56,106,26,0,19,67,33,3,95,6,0,3,6,6,3,.280,.344,.499,.843,*9
489,Damon Hollins\hollida02,355,121,333,37,76,20,0,15,33,19,1,64,0,2,1,4,3,3,.228,.269,.423,.693,*987H/D
490,Paul Householder\housepa02,329,95,299,41,77,15,0,11,34,27,0,60,1,1,1,5,1,2,.258,.320,.418,.738,*98H/7D
491,Aubrey Huff\huffau01,706,162,636,91,198,47,3,34,107,53,17,80,8,0,9,19,2,3,.311,.367,.555,.922,*9D3/5
492,Aubrey Huff\huffau01,636,154,575,70,150,26,2,22,92,49,13,88,5,0,7,12,8,7,.261,.321,.428,.749,*9D3/H5
493,Torii Hunter\hunteto01,649,156,580,80,152,24,2,23,82,62,2,125,4,0,3,24,5,7,.262,.336,.429,.765,*9D/8
494,Torii Hunter\hunteto01,584,140,534,81,167,24,1,16,92,38,1,133,8,1,3,15,9,1,.313,.365,.451,.817,*9/DH
495,Torii Hunter\hunteto01,652,144,606,90,184,37,5,17,84,26,0,113,7,3,10,11,3,2,.304,.334,.465,.800,*9/H
496,Torii Hunter\hunteto01,567,139,521,67,125,22,0,22,81,35,1,105,6,0,5,14,2,5,.240,.293,.409,.702,*9D/H
497,Torii Hunter\hunteto01,586,142,549,71,157,33,2,17,83,23,0,89,7,0,7,18,4,3,.286,.319,.446,.765,*9/HD
498,Butch Huskey\huskebu01,402,113,369,43,93,18,0,13,59,26,3,66,1,2,4,13,7,6,.252,.300,.407,.707,*9H/D
499,Pete Incaviglia\incavpe01,606,153,540,82,135,21,2,30,88,55,2,185,4,0,7,9,3,2,.250,.320,.463,.783,*9D/H7
500,Ender Inciarte\inciaen01,561,132,524,73,159,27,5,6,45,26,0,58,4,2,5,8,21,10,.303,.338,.408,.747,*978H
501,Darrin Jackson\jacksda03,403,104,369,43,115,17,3,10,51,27,3,56,3,2,2,5,7,1,.312,.362,.455,.817,*98/H
502,Reggie Jackson\jacksre01,541,143,460,64,116,27,0,27,85,78,12,138,1,0,2,16,1,2,.252,.360,.487,.847,*9DH
503,Chris James\jamesch02,605,150,566,57,137,24,1,19,66,31,2,73,3,0,5,15,7,4,.242,.283,.389,.671,*958/7H
504,Stan Javier\javiest01,348,112,310,42,77,12,3,1,28,31,1,45,1,4,2,6,12,2,.248,.317,.316,.633,*987H/34
505,Stan Javier\javiest01,490,135,417,63,121,13,5,4,49,65,4,63,1,4,3,13,21,5,.290,.385,.374,.759,*98H/7
506,Stan Javier\javiest01,510,142,440,69,126,16,4,8,50,56,1,70,5,2,7,5,25,3,.286,.368,.395,.764,*98H/73
507,Jon Jay\jayjo02,323,105,287,47,86,19,2,4,27,24,0,50,3,8,1,5,2,4,.300,.359,.422,.780,*9H8/7
508,Geoff Jenkins\jenkige01,322,115,293,27,72,16,0,9,29,24,5,68,1,0,4,6,1,1,.246,.301,.392,.694,*9H/D
509,Geoff Jenkins\jenkige01,618,148,538,87,157,42,1,25,86,56,9,138,19,0,5,13,0,0,.292,.375,.513,.888,*9/HD
510,Geoff Jenkins\jenkige01,555,147,484,62,131,26,1,17,70,56,8,129,11,0,4,9,4,1,.271,.357,.434,.791,*9H
511,Reed Johnson\johnsre02,457,114,412,79,121,21,2,10,52,20,1,67,20,1,4,10,5,3,.294,.353,.427,.780,*97H/8D
512,Adam Jones\jonesad01,528,137,485,66,126,25,1,16,67,31,2,101,8,0,3,15,2,1,.260,.313,.414,.728,*9H/8
513,Andruw Jones\jonesan01,467,153,399,60,92,18,1,18,70,56,2,107,4,5,3,11,20,11,.231,.329,.416,.745,*98H/7
514,Andruw Jones\jonesan01,328,107,278,41,64,12,1,19,48,45,0,73,3,0,2,15,9,2,.230,.341,.486,.827,*98D7H
515,Garrett Jones\jonesga02,478,148,423,51,103,30,1,16,58,48,2,104,2,0,4,7,6,3,.243,.321,.433,.753,*93H/D
516,Jacque Jones\jonesja05,585,142,523,74,130,22,4,23,73,51,12,120,5,2,4,17,13,4,.249,.319,.438,.757,*98/DH
517,Jacque Jones\jonesja05,578,149,533,73,152,31,1,27,81,35,6,116,5,2,2,17,9,1,.285,.334,.499,.833,*9H
518,Jacque Jones\jonesja05,608,151,555,69,141,22,1,24,80,40,2,117,10,2,1,12,13,10,.254,.315,.427,.742,*9/HD8
519,Ruppert Jones\jonesru01,471,126,393,73,90,21,3,17,49,64,5,87,3,7,3,8,10,3,.229,.339,.427,.767,*97H8
520,Brian Jordan\jordabr01,617,150,564,100,178,34,7,25,91,40,1,66,9,0,4,18,17,5,.316,.368,.534,.902,*98/HD5
521,Brian Jordan\jordabr01,560,140,513,82,159,36,1,17,104,29,4,84,7,2,9,6,22,5,.310,.349,.483,.833,*98/H3
522,Brian Jordan\jordabr01,605,148,560,82,165,32,3,25,97,31,3,88,6,0,8,18,3,2,.295,.334,.496,.830,*9/HD8
523,Brian Jordan\jordabr01,645,153,576,100,163,28,4,23,115,51,2,81,9,0,9,9,13,8,.283,.346,.465,.811,*9/H
524,Brian Jordan\jordabr01,525,131,490,83,145,20,4,22,81,22,4,79,11,0,2,5,24,9,.296,.339,.488,.827,*98/H
525,Brian Jordan\jordabr01,537,133,489,71,129,26,0,17,77,38,1,80,5,0,5,12,10,2,.264,.320,.421,.742,*9/H
526,Felix Jose\josefe01,551,131,509,62,150,22,3,14,75,40,8,100,1,0,1,9,28,12,.295,.347,.432,.779,*9/H
527,Felix Jose\josefe01,403,99,366,56,111,28,1,11,55,35,6,75,0,0,2,9,10,12,.303,.362,.475,.838,*9/H
528,Felix Jose\josefe01,539,149,499,64,126,24,3,6,43,36,5,95,1,1,2,5,31,13,.253,.303,.349,.652,*9H8/D
529,Felix Jose\josefe01,458,126,426,54,113,16,1,11,52,24,0,81,5,2,1,9,12,6,.265,.311,.385,.696,*978H/D
530,Felix Jose\josefe01,625,154,568,69,173,40,6,8,77,50,8,113,2,0,5,12,20,12,.305,.360,.438,.798,*9/H
531,Matthew Joyce\joycema01,261,77,216,30,52,15,3,10,40,40,2,55,2,0,3,2,2,2,.241,.360,.477,.837,*9H7D
532,Matthew Joyce\joycema01,462,124,399,55,96,18,3,17,59,55,4,102,6,1,1,10,4,3,.241,.341,.429,.769,*97H/D
533,Matthew Joyce\joycema01,544,141,469,78,114,33,0,25,68,66,0,113,2,0,7,10,4,1,.243,.335,.473,.808,*97H/D8
534,Matthew Joyce\joycema01,522,141,462,69,128,32,2,19,75,49,9,106,4,0,7,7,13,1,.277,.347,.478,.825,*9H7/D
535,Matthew Joyce\joycema01,293,140,231,45,56,10,1,13,42,59,4,67,3,0,0,9,1,1,.242,.403,.463,.866,*H97/D
536,Aaron Judge\judgeaa01,678,155,542,128,154,24,3,52,114,127,11,208,5,0,4,15,9,4,.284,.422,.627,1.049,*9D/H
537,Aaron Judge\judgeaa01,498,112,413,77,115,22,0,27,67,76,3,152,4,0,5,10,6,3,.278,.392,.528,.919,*9D/H8
538,Aaron Judge\judgeaa01,447,102,378,75,103,18,1,27,55,64,4,141,3,0,1,11,3,2,.272,.381,.540,.921,*9D/H
539,David Justice\justida01,469,109,396,67,109,25,1,21,87,65,9,81,3,0,5,4,8,8,.275,.377,.503,.880,*9/H
540,David Justice\justida01,571,144,484,78,124,19,5,21,72,79,8,85,2,0,6,1,2,4,.256,.359,.446,.805,*9/H
541,David Justice\justida01,670,157,585,90,158,15,4,40,120,78,12,90,3,0,4,9,3,5,.270,.357,.515,.871,*9
542,David Justice\justida01,424,104,352,61,110,16,2,19,59,69,5,45,2,0,1,8,2,4,.313,.427,.531,.958,*9/H
543,David Justice\justida01,491,120,411,73,104,17,2,24,78,73,5,68,2,0,5,5,4,2,.253,.365,.479,.844,*9
544,Gabe Kapler\kaplega01,310,136,290,51,79,14,1,6,33,15,0,49,2,1,2,5,5,4,.272,.311,.390,.700,*9H78/D
545,Austin Kearns\kearnau01,435,107,372,66,117,24,3,13,56,54,3,81,6,0,3,11,6,3,.315,.407,.500,.907,*97/H8
546,Austin Kearns\kearnau01,629,150,537,86,142,33,2,24,86,76,4,135,10,1,5,18,9,4,.264,.363,.467,.830,*9/H8
547,Austin Kearns\kearnau01,338,82,292,39,77,11,0,15,58,41,1,68,5,0,0,7,5,2,.264,.364,.455,.819,*98/H
548,Austin Kearns\kearnau01,674,161,587,84,156,35,1,16,74,71,5,106,12,0,4,13,2,2,.266,.355,.411,.765,*9/8H
549,Austin Kearns\kearnau01,448,112,387,62,93,26,1,18,67,48,2,107,8,0,5,8,0,0,.240,.333,.452,.785,*9/H8
550,Austin Kearns\kearnau01,357,86,313,40,68,10,0,7,32,35,0,63,8,0,1,11,2,2,.217,.311,.316,.627,*9/H
551,Matt Kemp\kempma01,648,154,596,80,158,31,3,23,100,39,0,147,5,0,8,17,12,2,.265,.312,.443,.755,*9/DH
552,Matt Kemp\kempma01,672,156,623,89,167,39,0,35,108,36,6,156,1,0,12,17,1,0,.268,.304,.499,.803,*97/HD
553,Matt Kemp\kempma01,311,98,292,47,100,12,5,10,42,16,0,66,0,0,3,6,10,5,.342,.373,.521,.894,*9H/8
554,Max Kepler\keplema01,611,156,532,80,119,30,4,20,58,71,2,96,5,0,3,8,4,5,.224,.319,.408,.727,*98H/D3
555,Max Kepler\keplema01,447,113,396,52,93,20,2,17,63,42,3,93,3,1,5,2,6,2,.235,.309,.424,.734,*9/8H3
556,Max Kepler\keplema01,568,147,511,67,124,32,2,19,69,47,2,114,6,1,3,5,6,1,.243,.312,.425,.737,*98H/D
557,Max Kepler\keplema01,596,134,524,98,132,32,0,36,90,60,0,99,8,0,4,5,1,5,.252,.336,.519,.855,*98/HD
558,Bobby Kielty\kieltbo01,509,137,427,71,104,26,1,13,57,71,6,92,7,0,4,11,8,3,.244,.358,.400,.758,*9DH/738
559,Kevin Kiermaier\kiermke01,364,108,331,35,87,16,8,10,35,23,2,71,3,5,2,3,5,4,.263,.315,.450,.765,*98H/7D
560,Mike Kingery\kingemi01,395,120,354,38,99,25,4,9,52,27,0,43,2,1,6,4,7,9,.280,.329,.449,.778,*9H/8D
561,Wayne Kirby\kirbywa01,511,131,458,71,123,19,5,6,60,37,2,58,3,7,6,8,17,5,.269,.323,.371,.695,*9H8/D7
562,Brad Komminsk\kommibr01,343,106,300,52,68,12,3,4,21,38,1,71,1,2,2,4,10,8,.227,.314,.327,.640,*97H/8
563,Mark Kotsay\kotsama01,535,148,495,57,134,23,9,8,50,29,5,50,0,2,9,11,7,6,.271,.306,.402,.708,*93H
564,Mark Kotsay\kotsama01,578,152,530,87,158,31,5,12,57,42,2,46,0,2,4,17,19,9,.298,.347,.443,.791,*9H/83
565,Mark Kotsay\kotsama01,623,154,578,72,161,25,7,11,68,34,2,61,1,7,3,17,10,5,.279,.318,.403,.721,*98H/3
566,Lee Lacy\lacyle01,537,130,491,77,141,18,0,11,47,37,2,71,0,4,5,12,4,6,.287,.334,.391,.725,*9H/D
567,Lee Lacy\lacyle01,540,121,492,69,144,22,4,9,48,39,0,95,2,1,6,10,10,3,.293,.343,.409,.752,*9/HD8
568,Lee Lacy\lacyle01,293,87,258,35,63,13,3,7,28,32,0,49,0,2,1,5,3,2,.244,.326,.399,.726,*9H/D78
569,Jason Lane\laneja01,561,145,517,65,138,34,4,26,78,32,1,105,7,0,5,10,6,2,.267,.316,.499,.815,*9/8H7
570,Jason Lane\laneja01,345,112,288,44,58,10,0,15,45,49,0,75,2,2,4,6,1,2,.201,.318,.392,.710,*9H/783
571,Matt Lawton\lawtoma02,484,114,416,71,98,19,2,15,57,59,0,34,8,1,0,13,8,9,.236,.342,.399,.741,*97/HD
572,Matt Lawton\lawtoma02,662,152,557,91,155,36,6,21,77,86,6,64,15,0,4,10,16,8,.278,.387,.478,.864,*987/H
573,Matt Lawton\lawtoma02,585,141,500,67,127,30,1,13,53,69,0,77,12,0,4,10,18,9,.254,.356,.396,.752,*97/H
574,Matt Lawton\lawtoma02,286,79,252,34,65,7,1,6,42,28,1,28,4,0,2,6,4,4,.258,.339,.365,.704,*98H/7D
575,Matt Lawton\lawtoma02,476,118,406,58,105,18,0,7,54,57,7,42,6,0,7,11,26,4,.259,.353,.355,.708,*97/H8D
576,Matt Lawton\lawtoma02,657,151,559,95,155,36,1,13,64,85,6,80,11,0,2,16,29,8,.277,.382,.415,.797,*9/DH
577,Ricky Ledee\ledeeri01,272,78,242,33,56,21,1,2,36,23,0,58,3,1,3,3,3,3,.231,.303,.351,.654,*9H8/7
578,Chet Lemon\lemonch01,378,104,322,39,83,16,4,5,32,48,3,61,4,2,2,8,3,2,.258,.359,.379,.738,*9H/D8
579,Chet Lemon\lemonch01,472,127,414,45,98,19,2,7,47,46,3,71,8,2,2,7,1,5,.237,.323,.343,.666,*9HD
580,Chet Lemon\lemonch01,582,144,512,67,135,29,4,17,64,59,6,65,7,1,3,18,1,2,.264,.346,.436,.782,*9/H
581,David Lough\loughda01,335,96,315,35,90,17,4,5,33,10,0,52,3,4,3,3,5,2,.286,.311,.413,.724,*97H/8
582,Ryan Ludwick\ludwiry01,553,136,490,63,123,27,2,17,69,48,0,121,8,0,5,13,0,4,.251,.325,.418,.743,*9H/87D
583,Ryan Ludwick\ludwiry01,542,139,486,63,129,20,1,22,97,41,3,106,7,1,4,5,4,2,.265,.329,.447,.775,*9H/78
584,Ryan Ludwick\ludwiry01,617,152,538,104,161,40,3,37,113,62,3,146,8,1,8,8,4,4,.299,.375,.591,.966,*97H8
585,John Mabry\mabryjo01,434,116,388,40,110,19,0,5,36,39,9,77,3,2,2,11,0,1,.284,.352,.371,.723,*93/H875
586,Rob Mackowiak\mackoro01,439,136,385,57,94,22,0,16,48,42,5,120,7,3,2,0,9,3,.244,.328,.426,.754,*98H5/47
587,Candy Maldonado\maldoca01,552,142,499,53,127,23,1,12,68,37,1,89,7,3,6,13,6,5,.255,.311,.377,.688,*9/H
588,Candy Maldonado\maldoca01,389,129,345,39,75,23,0,9,41,37,4,69,3,1,3,8,4,1,.217,.296,.362,.659,*9H
589,Candy Maldonado\maldoca01,432,133,405,49,102,31,3,18,85,20,4,77,3,0,4,12,4,4,.252,.289,.477,.766,97H/85
590,Candy Maldonado\maldoca01,489,118,442,69,129,28,4,20,85,34,4,78,6,0,7,9,8,8,.292,.346,.509,.855,*9/7H
591,Nick Markakis\markani01,705,162,623,78,185,43,2,14,93,72,10,80,1,0,9,18,1,1,.297,.366,.440,.806,*9/7D
592,Nick Markakis\markani01,710,155,642,81,177,27,1,14,50,62,4,84,4,0,2,10,4,2,.276,.342,.386,.729,*9/D3
593,Nick Markakis\markani01,670,160,593,76,163,39,1,8,76,68,8,110,6,0,3,16,0,2,.275,.354,.384,.738,*9/HD
