Rk,Name,PA,G,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
400,Dee Gordon\gordode01,695,158,653,114,201,20,9,2,33,25,0,93,10,2,4,7,60,16,.308,.341,.375,.716,*4/H6
401,Dee Gordon\gordode01,650,148,609,92,176,24,12,2,34,31,0,107,4,3,3,3,64,19,.289,.326,.378,.704,*4/H
402,Ruben Gotay\gotayru01,317,86,282,32,64,14,2,5,29,22,0,51,4,4,5,3,2,2,.227,.288,.344,.632,*4/HD
403,Tony Graffanino\graffto01,314,75,278,37,73,11,0,3,26,27,0,38,3,4,2,5,10,2,.263,.332,.335,.667,*4/H
404,Tony Graffanino\graffto01,317,105,289,32,61,14,1,5,22,24,0,68,2,1,1,7,1,4,.211,.275,.318,.594,*4H/65
405,Tony Graffanino\graffto01,417,110,379,68,117,17,3,7,38,31,2,51,4,2,1,14,7,2,.309,.366,.425,.791,*435/H6D
406,Craig Grebeck\grebecr01,270,66,241,38,71,19,0,3,23,25,0,33,2,1,1,7,0,0,.295,.364,.411,.775,*4/6H
407,Craig Grebeck\grebecr01,344,102,301,33,77,17,2,2,27,29,0,42,4,8,2,8,2,2,.256,.327,.346,.673,*4/H65
408,Nick Green\greenni01,290,95,264,40,72,15,3,3,26,12,1,63,4,8,2,0,1,2,.273,.312,.386,.698,*4H/59
409,Nick Green\greenni01,375,111,318,53,76,15,2,5,29,33,0,86,11,10,3,5,3,1,.239,.329,.346,.675,*45H/D9
410,Tyler Greene\greenty02,330,116,305,34,70,15,2,11,30,19,1,95,1,2,3,7,12,4,.230,.274,.400,.674,*46H/97
411,Bobby Grich\grichbo01,571,144,479,74,116,17,3,13,53,81,3,77,3,8,0,18,3,5,.242,.355,.372,.727,*435/DH
412,Bobby Grich\grichbo01,366,98,313,42,84,18,0,9,30,39,1,54,3,10,1,9,1,3,.268,.354,.412,.766,*4H3/5
413,Mark Grudzielanek\grudzma01,586,134,548,85,163,32,4,7,52,28,4,69,2,3,5,12,3,2,.297,.331,.409,.740,*4/6H
414,Mark Grudzielanek\grudzma01,676,148,617,101,172,35,6,7,49,45,0,81,9,2,3,16,12,3,.279,.335,.389,.724,*4/H6
415,Mark Grudzielanek\grudzma01,586,133,539,83,146,21,3,13,55,28,0,83,11,3,5,9,4,4,.271,.317,.393,.711,*4
416,Mark Grudzielanek\grudzma01,531,121,481,73,151,38,1,3,38,30,0,64,11,7,2,12,6,2,.314,.366,.416,.782,*4/H
417,Mark Grudzielanek\grudzma01,278,81,257,32,79,12,1,6,23,15,0,32,1,4,1,7,1,1,.307,.347,.432,.779,*4H
418,Mark Grudzielanek\grudzma01,563,137,528,64,155,30,3,8,59,26,3,81,7,0,2,14,8,6,.294,.334,.407,.741,*4/H
419,Mark Grudzielanek\grudzma01,486,116,453,70,137,32,3,6,51,23,2,60,8,0,2,14,1,2,.302,.346,.426,.772,*4/6H
420,Mark Grudzielanek\grudzma01,360,86,331,36,99,24,0,3,24,19,1,41,5,3,2,8,2,1,.299,.345,.399,.743,*4/H
421,Mark Grudzielanek\grudzma01,566,150,536,56,145,23,0,9,50,22,4,89,3,1,4,17,4,1,.271,.301,.364,.665,*4/HD
422,Wilton Guerrero\guerrwi01,340,132,315,42,92,15,7,2,31,13,0,38,2,10,0,4,7,6,.292,.324,.403,.727,H47/D
423,Wilton Guerrero\guerrwi01,380,111,357,39,104,10,9,4,32,8,1,52,0,13,2,7,6,5,.291,.305,.403,.709,*4H/6
424,Wilton Guerrero\guerrwi01,426,116,402,50,114,14,9,2,27,14,0,63,1,6,3,4,8,2,.284,.307,.378,.685,*4H6/78
425,Carlos Guillen\guillca01,275,68,253,26,69,17,1,6,34,21,2,41,0,0,1,10,1,2,.273,.327,.419,.746,*4D/7H
426,Ricky Gutierrez\gutieri01,384,94,353,38,97,13,0,4,38,20,0,48,7,3,1,14,0,1,.275,.325,.346,.671,*4/HD
427,Cristian Guzman\guzmacr01,396,104,365,48,97,12,4,2,26,20,3,63,5,4,2,9,4,2,.266,.311,.337,.648,*46H/9D
428,Jedd Gyorko\gyorkje01,443,111,400,37,84,17,1,10,51,36,1,100,4,0,3,8,3,2,.210,.280,.333,.612,*4/H
429,Jedd Gyorko\gyorkje01,458,128,421,34,104,15,0,16,57,27,1,107,5,0,5,13,0,1,.247,.297,.397,.694,*46H/D3
430,Jedd Gyorko\gyorkje01,525,125,486,62,121,26,0,23,63,33,1,123,4,0,2,14,1,1,.249,.301,.444,.745,*45/H
431,Jerry Hairston\hairsje02,602,159,532,63,124,25,5,8,47,44,0,73,13,9,4,12,29,11,.233,.305,.344,.649,*4/H
432,Jerry Hairston\hairsje02,479,122,426,55,114,25,3,5,32,34,0,55,7,8,4,5,21,6,.268,.329,.376,.705,*4/H
433,Jerry Hairston\hairsje02,259,58,218,25,59,12,2,2,21,23,0,25,6,10,2,8,14,5,.271,.353,.372,.725,*4/DH
434,Scott Hairston\hairssc01,364,101,339,39,84,15,6,13,29,21,0,88,1,2,1,4,3,3,.248,.293,.442,.735,*4H/79
435,Toby Harrah\harrato01,341,95,289,36,63,18,2,7,41,44,0,53,2,3,3,7,2,5,.218,.322,.367,.689,*4/H
436,Toby Harrah\harrato01,521,126,396,65,107,18,1,9,44,113,2,60,4,2,6,4,11,4,.270,.432,.389,.820,*4/H6D
437,Lenny Harris\harrile01,380,135,347,28,94,11,0,0,30,24,3,24,1,6,2,10,19,7,.271,.318,.303,.621,*4H56/97
438,Willie Harris\harriwi02,472,129,409,68,107,15,2,2,27,51,0,79,1,7,3,4,19,7,.262,.343,.323,.665,*48H/D7
439,Josh Harrison\harrijo05,374,97,344,41,86,13,1,8,37,18,1,68,5,2,5,8,3,0,.250,.293,.363,.656,*4H/5
440,Josh Harrison\harrijo05,522,131,487,57,138,25,7,4,59,18,0,76,5,4,8,10,19,4,.283,.311,.388,.699,*4/H9
441,Josh Harrison\harrijo05,542,128,486,66,132,26,2,16,47,28,2,90,23,2,3,5,12,4,.272,.339,.432,.771,*45/7H9
442,Bo Hart\hartbo01,321,77,296,46,82,13,5,4,28,12,0,64,6,6,1,3,3,1,.277,.317,.395,.713,*4/H6
443,Anderson Hernandez\hernaan01,404,123,366,39,92,15,4,3,37,33,2,63,0,3,2,10,7,5,.251,.312,.339,.651,*46H/7
444,Cesar Hernandez\hernace02,622,155,547,67,161,14,11,6,39,66,4,116,2,5,2,6,17,13,.294,.371,.393,.764,*4/H6
445,Cesar Hernandez\hernace02,708,161,605,91,153,15,3,15,60,95,4,155,4,1,3,12,19,6,.253,.356,.362,.718,*4/HD
446,Cesar Hernandez\hernace02,577,128,511,85,150,26,6,9,34,61,1,104,4,0,1,8,15,5,.294,.373,.421,.793,*4/H6
447,Cesar Hernandez\hernace02,452,127,405,57,110,20,4,1,35,40,1,86,2,4,1,6,19,5,.272,.339,.348,.687,*4H65
448,Cesar Hernandez\hernace02,667,161,612,77,171,31,3,14,71,45,4,100,6,0,4,9,9,2,.279,.333,.408,.741,*4/H
449,Enrique Hernandez\hernaen02,460,130,414,57,98,19,1,17,64,36,3,97,6,0,4,9,4,0,.237,.304,.411,.715,*4H8967/35
450,Tom Herr\herrto01,408,101,354,46,93,16,0,2,24,51,4,51,0,3,0,10,13,3,.263,.356,.325,.680,*4H/D6
451,Tom Herr\herrto01,696,159,596,97,180,38,3,8,110,80,5,55,2,5,13,6,31,3,.302,.379,.416,.795,*4/H
452,Tom Herr\herrto01,647,152,559,48,141,30,4,2,61,73,10,75,5,6,4,8,22,8,.252,.342,.331,.673,*4/H
453,Tom Herr\herrto01,598,141,510,73,134,29,0,2,83,68,3,62,3,4,12,12,19,4,.263,.346,.331,.677,*4/H
454,Tom Herr\herrto01,265,102,215,23,45,8,1,1,21,45,5,28,0,2,2,4,9,2,.209,.344,.270,.613,*4H/58
455,Tom Herr\herrto01,627,151,561,65,161,25,6,2,37,54,2,63,3,6,2,9,10,7,.287,.352,.364,.715,*4/H
456,Tom Herr\herrto01,607,146,547,48,143,26,3,5,60,50,4,58,2,6,2,11,7,1,.261,.324,.347,.672,*4/H
457,Jonathan Herrera\herrejo03,257,76,222,34,63,6,2,1,21,25,1,36,0,7,3,2,2,2,.284,.352,.342,.694,*45H/6
458,Jonathan Herrera\herrejo03,320,104,281,28,68,5,1,3,14,28,0,40,1,10,0,7,4,4,.242,.313,.299,.612,*4H6/5
459,Aaron Hill\hillaa01,541,133,501,52,122,26,3,10,60,28,0,92,5,0,7,16,4,3,.244,.287,.367,.654,*4/H5D
460,Aaron Hill\hillaa01,657,160,608,87,177,47,2,17,78,41,1,102,0,3,5,21,4,3,.291,.333,.459,.792,*4/H
461,Aaron Hill\hillaa01,571,137,520,61,128,27,3,8,61,35,1,72,7,2,7,10,21,7,.246,.299,.356,.655,*4/H
462,Aaron Hill\hillaa01,668,156,609,93,184,44,6,26,85,52,7,86,4,1,2,15,14,5,.302,.360,.522,.882,*4/H
463,Aaron Hill\hillaa01,606,155,546,70,159,28,3,6,50,42,5,66,9,4,5,15,5,2,.291,.349,.386,.735,*46/D
464,Aaron Hill\hillaa01,362,87,327,45,95,21,1,11,41,29,2,48,5,0,1,6,1,4,.291,.356,.462,.818,*4/H
465,Aaron Hill\hillaa01,734,158,682,103,195,37,0,36,108,42,1,98,5,1,4,17,6,2,.286,.330,.499,.829,*4/DH
466,Aaron Hill\hillaa01,580,138,528,70,108,22,0,26,68,41,2,85,8,1,2,8,2,2,.205,.271,.394,.665,*4/D
467,Bobby Hill\hillbo01,267,126,233,28,62,7,2,2,27,20,2,39,12,1,1,12,0,3,.266,.353,.339,.692,*H45
468,Donnie Hill\hilldo01,449,111,410,57,98,14,6,9,46,30,1,35,1,4,4,11,1,0,.239,.290,.368,.658,*45/HD
469,Donnie Hill\hilldo01,253,83,221,17,48,6,1,2,20,26,1,32,0,3,3,3,3,1,.217,.296,.281,.577,*4H5/D
470,Donnie Hill\hilldo01,436,123,393,45,112,13,2,3,48,23,2,33,0,16,4,7,9,4,.285,.321,.351,.673,*4/H
471,Donnie Hill\hilldo01,366,108,339,37,96,16,2,4,29,23,1,38,0,4,0,9,5,2,.283,.329,.378,.706,*45H/D6
472,Donnie Hill\hilldo01,392,102,352,36,93,18,2,3,32,29,1,27,1,6,4,10,1,2,.264,.319,.352,.671,*465H/31D
473,Tommy Hinzo\hinzoto01,280,67,257,31,68,9,3,3,21,10,0,47,2,10,1,6,9,4,.265,.296,.358,.654,*4/H
474,Keston Hiura\hiurake01,348,84,314,51,95,23,2,19,49,25,1,107,8,0,1,6,9,3,.303,.368,.570,.938,*4/H
475,Brock Holt\holtbr01,295,87,259,38,77,14,2,3,31,28,1,57,4,0,4,4,1,0,.297,.369,.402,.771,*4H3/6975D
476,Glenn Hubbard\hubbagl01,512,142,439,51,102,21,0,5,39,56,2,54,4,7,6,11,4,3,.232,.321,.314,.635,*4/H
477,Glenn Hubbard\hubbagl01,488,143,408,42,94,16,1,4,36,66,14,74,4,6,4,5,3,2,.230,.340,.304,.644,*4/H
478,Glenn Hubbard\hubbagl01,342,105,294,35,75,12,2,3,33,33,0,50,3,10,2,9,1,3,.255,.334,.340,.674,*4/HD
479,Glenn Hubbard\hubbagl01,533,141,443,69,117,33,2,5,38,77,17,57,6,4,3,11,1,1,.264,.378,.381,.760,*4/H
480,Rex Hudler\hudlere01,317,92,302,60,94,20,3,16,40,9,0,54,3,2,1,7,14,5,.311,.337,.556,.893,*4H8/7D3
481,Orlando Hudson\hudsoor01,501,131,461,62,125,25,5,10,63,30,1,65,3,0,7,10,7,1,.271,.315,.412,.728,*4/H
482,Orlando Hudson\hudsoor01,650,157,579,87,166,34,9,15,67,61,5,78,2,4,4,17,9,6,.287,.354,.454,.809,*4/H
483,Orlando Hudson\hudsoor01,631,149,551,74,156,35,6,9,62,62,4,99,4,9,5,16,8,1,.283,.357,.417,.774,*4/H
484,Orlando Hudson\hudsoor01,454,119,398,54,98,15,3,7,43,49,6,84,2,1,4,5,19,3,.246,.329,.352,.681,*4/H
485,Orlando Hudson\hudsoor01,559,126,497,80,133,24,5,6,37,50,0,87,4,5,3,14,10,3,.268,.338,.372,.710,*4/D
486,Orlando Hudson\hudsoor01,601,139,517,69,152,28,9,10,63,70,1,87,2,5,7,21,10,2,.294,.376,.441,.817,*4/HD
487,Orlando Hudson\hudsoor01,521,142,474,54,127,21,6,9,57,39,1,87,5,0,3,13,5,4,.268,.328,.395,.723,*4/H
488,Orlando Hudson\hudsoor01,455,107,407,54,124,29,3,8,41,40,2,62,2,3,3,18,4,1,.305,.367,.450,.817,*4/HD
489,Orlando Hudson\hudsoor01,551,135,489,73,132,32,7,12,58,51,0,98,4,3,4,12,7,3,.270,.341,.438,.779,*4/H
490,Tadahito Iguchi\iguchta01,627,138,555,97,156,24,0,18,67,59,0,110,3,8,2,7,11,5,.281,.352,.422,.774,*4/HD
491,Tadahito Iguchi\iguchta01,582,135,511,74,142,25,6,15,71,47,0,114,6,11,6,16,15,5,.278,.342,.438,.780,*4/H
492,Tadahito Iguchi\iguchta01,533,135,465,67,124,27,4,9,43,57,1,88,3,2,6,6,14,2,.267,.347,.400,.747,*4H
493,Tadahito Iguchi\iguchta01,337,85,310,29,72,15,1,2,24,26,0,75,0,1,0,11,8,1,.232,.292,.306,.598,*4/H
494,Omar Infante\infanom01,455,124,440,39,97,23,7,2,44,9,0,69,0,2,4,8,2,2,.220,.234,.318,.552,*4/H
495,Omar Infante\infanom01,556,142,503,69,133,27,9,16,55,40,3,112,1,7,5,4,13,7,.264,.317,.449,.766,*465/H8
496,Omar Infante\infanom01,588,149,554,69,152,30,7,12,53,21,0,65,1,8,4,9,17,3,.274,.300,.419,.719,*4/5H
497,Omar Infante\infanom01,640,148,579,55,160,24,8,7,49,34,1,67,2,17,8,12,4,2,.276,.315,.382,.696,*4/H
498,Omar Infante\infanom01,476,118,453,54,144,24,3,10,51,20,1,44,0,0,3,11,5,2,.318,.345,.450,.795,*4/H
499,Omar Infante\infanom01,575,135,528,50,133,21,3,6,66,33,3,68,2,5,7,7,9,3,.252,.295,.337,.632,*4/H
500,Joe Inglett\inglejo01,385,109,344,45,102,15,7,3,39,28,0,43,4,8,1,5,9,2,.297,.355,.407,.762,*47H9/56D8
501,Garth Iorg\iorgga01,342,122,310,35,65,11,0,4,30,21,0,52,2,6,3,8,2,2,.210,.262,.284,.546,*45H/D
502,Akinori Iwamura\iwamuak01,707,152,627,91,172,30,9,6,48,70,3,131,4,3,3,2,8,6,.274,.349,.380,.729,*4
503,Akinori Iwamura\iwamuak01,260,69,231,28,67,16,2,1,22,24,0,44,1,1,3,1,9,1,.290,.355,.390,.745,*4/H5
504,Maicer Izturis\izturma01,437,114,387,74,116,22,3,8,65,35,2,41,5,3,7,7,13,5,.300,.359,.434,.794,*46H/D57
505,Damian Jackson\jacksda04,495,122,440,67,106,21,6,4,38,44,2,128,6,2,3,6,23,6,.241,.316,.343,.660,*4/6H8
506,Damian Jackson\jacksda04,274,81,245,31,63,20,1,1,25,21,0,36,3,2,3,3,12,3,.257,.320,.359,.679,*4H/6D785
507,Gregg Jefferies\jeffegr01,559,141,508,72,131,28,2,12,56,39,8,46,5,2,5,16,21,6,.258,.314,.392,.706,*45/H
508,Gregg Jefferies\jeffegr01,659,153,604,96,171,40,3,15,68,46,2,40,5,0,4,12,11,2,.283,.337,.434,.771,*45/H
509,Gregg Jefferies\jeffegr01,539,136,486,59,132,19,2,9,62,47,2,38,2,1,3,12,26,5,.272,.336,.374,.711,*45H
510,D'Angelo Jimenez\jimend'01,639,146,561,69,153,24,7,14,57,66,1,89,2,6,4,7,11,7,.273,.349,.415,.764,*4/H5
511,D'Angelo Jimenez\jimend'01,652,152,563,76,152,28,3,12,67,82,1,99,2,3,2,15,13,7,.270,.364,.394,.758,*4/6H
512,D'Angelo Jimenez\jimend'01,482,114,429,61,108,15,7,4,44,50,1,73,1,0,2,11,6,3,.252,.330,.347,.677,*456/H1
513,Elliot Johnson\johnsel02,275,111,254,27,53,7,3,2,19,16,1,67,0,4,1,4,22,2,.209,.255,.283,.538,*4H6/75D9
514,Kelly Johnson\johnske05,671,154,585,93,166,36,5,26,71,79,1,148,2,3,2,12,13,7,.284,.370,.496,.865,*4/HD
515,Kelly Johnson\johnske05,608,147,521,91,144,26,10,16,68,79,3,117,4,2,2,8,9,5,.276,.375,.457,.831,*4H
516,Kelly Johnson\johnske05,614,150,547,86,157,39,6,12,69,52,2,113,2,9,4,3,11,6,.287,.349,.446,.795,*4H
517,Kelly Johnson\johnske05,346,106,303,47,68,20,3,8,29,32,1,54,3,6,2,4,7,2,.224,.303,.389,.692,*4H
518,Kelly Johnson\johnske05,613,147,545,75,121,27,7,21,58,60,2,163,4,4,0,3,16,6,.222,.304,.413,.717,*4/H
519,Kelly Johnson\johnske05,581,142,507,61,114,19,2,16,55,62,4,159,5,2,4,8,14,2,.225,.313,.365,.678,*4/HD
520,Matt Kata\katama01,322,78,288,42,74,16,5,7,29,25,0,53,1,5,3,4,3,2,.257,.315,.420,.736,*45/H6
521,Munenori Kawasaki\kawasmu01,274,82,240,31,62,7,1,0,17,22,0,49,3,8,1,3,1,0,.258,.327,.296,.623,*45H/6
522,Pat Kelly\kellypa03,364,106,318,38,72,22,2,7,27,25,1,72,10,6,3,6,8,5,.226,.301,.374,.675,*4/HD
523,Pat Kelly\kellypa03,310,89,270,32,64,12,1,4,29,23,0,65,5,10,2,5,8,3,.237,.307,.333,.640,*4/HD
524,Pat Kelly\kellypa03,451,127,406,49,111,24,1,7,51,24,0,68,5,10,6,9,14,11,.273,.317,.389,.707,*4/H
525,Pat Kelly\kellypa03,329,93,286,35,80,21,2,3,41,19,1,51,5,14,5,10,6,5,.280,.330,.399,.729,*4/H
526,Howie Kendrick\kendrho01,658,158,616,67,172,41,4,10,75,28,2,94,5,4,5,16,14,4,.279,.313,.407,.721,*43/H8
527,Howie Kendrick\kendrho01,353,88,338,55,109,24,2,5,39,9,2,61,4,1,1,15,5,4,.322,.347,.450,.796,*4/HD
528,Howie Kendrick\kendrho01,594,147,550,57,158,32,3,8,67,29,1,115,4,6,5,26,14,6,.287,.325,.400,.725,*4/H37D
529,Howie Kendrick\kendrho01,400,105,374,61,109,21,3,10,61,20,1,71,4,2,0,8,11,4,.291,.334,.444,.778,*4/HD
530,Howie Kendrick\kendrho01,583,140,537,86,153,30,6,18,63,33,3,119,10,3,0,18,14,6,.285,.338,.464,.802,*473/H
531,Howie Kendrick\kendrho01,513,122,478,55,142,21,4,13,54,23,5,89,6,3,3,16,6,3,.297,.335,.439,.775,*4/D7
532,Howie Kendrick\kendrho01,674,157,617,85,181,33,5,7,75,48,8,110,4,3,2,15,14,5,.293,.347,.397,.744,*4/D
533,Howie Kendrick\kendrho01,361,92,340,43,104,26,2,3,37,12,3,58,4,1,4,8,11,4,.306,.333,.421,.754,*4
534,Howie Kendrick\kendrho01,495,117,464,64,137,22,2,9,54,27,1,82,2,1,1,17,6,2,.295,.336,.409,.746,*4/H
535,Adam Kennedy\kennead01,641,156,598,82,159,33,11,9,72,28,5,73,3,8,4,10,22,8,.266,.300,.403,.703,*4/H
536,Adam Kennedy\kennead01,533,144,468,70,130,20,5,10,48,41,7,92,13,9,2,10,15,5,.278,.351,.406,.757,*4/H
537,Adam Kennedy\kennead01,532,137,478,48,129,25,3,6,40,27,3,71,11,7,9,7,12,7,.270,.318,.372,.690,*4/HD
538,Adam Kennedy\kennead01,460,129,416,49,125,23,0,2,37,29,1,64,7,5,3,5,19,4,.300,.354,.370,.724,*4/H
539,Adam Kennedy\kennead01,365,115,339,42,95,17,4,2,36,21,4,43,1,0,4,13,7,1,.280,.321,.372,.692,*4H/937D
540,Adam Kennedy\kennead01,509,144,474,65,148,32,6,7,52,19,1,80,7,5,4,5,17,4,.312,.345,.449,.795,*4H/8D
541,Adam Kennedy\kennead01,510,143,449,71,121,17,1,13,49,45,4,73,9,2,5,7,22,9,.269,.344,.399,.743,*4H/D
542,Adam Kennedy\kennead01,503,139,451,50,123,26,6,4,55,39,5,72,5,3,5,15,16,10,.273,.334,.384,.718,*4H/D
543,Adam Kennedy\kennead01,389,135,342,43,85,16,1,3,31,37,1,44,5,1,4,10,14,2,.249,.327,.327,.655,*43H/5
544,Adam Kennedy\kennead01,306,87,279,27,61,9,1,3,18,22,6,33,3,1,1,9,6,2,.219,.282,.290,.572,*4/H69
545,Jeff Kent\kentje01,594,137,526,94,156,37,3,31,128,48,4,110,9,1,10,16,9,4,.297,.359,.555,.914,*4/H3
546,Jeff Kent\kentje01,682,152,623,102,195,42,2,37,108,52,3,101,4,0,3,20,5,1,.313,.368,.565,.933,*4/3H
547,Jeff Kent\kentje01,651,155,580,90,145,38,2,29,121,48,6,133,13,0,10,14,11,3,.250,.316,.472,.789,*43/H
548,Jeff Kent\kentje01,606,145,540,96,156,34,8,27,107,49,3,96,6,0,11,23,7,3,.289,.348,.531,.880,*4/HD
549,Jeff Kent\kentje01,473,115,407,61,119,27,3,14,68,55,8,69,8,0,3,9,1,2,.292,.385,.477,.861,*4/3H
550,Jeff Kent\kentje01,452,107,415,53,121,24,5,14,68,23,3,84,10,1,3,7,1,4,.292,.341,.475,.816,*4
551,Jeff Kent\kentje01,474,121,440,42,123,23,1,12,59,25,1,52,7,0,2,13,0,1,.280,.327,.418,.745,*4/H3
552,Jeff Kent\kentje01,544,140,496,65,134,24,0,21,80,30,2,88,8,6,4,11,4,4,.270,.320,.446,.765,*45/6H
553,Jeff Kent\kentje01,696,159,607,84,181,49,6,22,106,65,4,96,11,0,13,11,7,6,.298,.369,.507,.877,*43/H
554,Jeff Kent\kentje01,514,125,472,65,131,22,3,20,65,29,3,89,8,1,4,9,3,3,.278,.327,.464,.791,*4/H
555,Jeff Kent\kentje01,585,138,511,86,148,40,2,23,101,61,3,112,5,0,8,12,13,6,.290,.366,.511,.877,*4/H3
556,Jeff Kent\kentje01,552,130,505,77,150,39,1,22,93,39,2,85,5,0,3,13,6,2,.297,.351,.509,.860,*4/H
557,Jeff Kent\kentje01,562,136,494,78,149,36,1,20,79,57,4,61,5,0,6,17,1,3,.302,.375,.500,.875,*4/H
558,Jeff Kent\kentje01,695,159,587,114,196,41,7,33,125,90,6,107,9,0,9,17,12,9,.334,.424,.596,1.021,*43/H
559,Jeff Kent\kentje01,637,149,553,100,160,36,0,29,105,72,8,85,8,0,4,19,6,2,.289,.377,.512,.889,*43/H
560,Jeff Keppinger\keppije01,400,99,379,39,105,20,0,6,35,12,0,24,2,2,4,11,0,1,.277,.300,.377,.677,*4/H
561,Jeff Keppinger\keppije01,575,137,514,62,148,34,1,6,59,51,1,36,1,5,4,15,4,1,.288,.351,.393,.744,*46/H
562,Ian Kinsler\kinslia01,583,121,518,102,165,41,4,18,71,45,1,67,6,7,7,12,26,2,.319,.375,.517,.892,*4/H
563,Ian Kinsler\kinslia01,723,155,620,121,158,34,4,32,77,89,2,71,8,4,2,17,30,4,.255,.355,.477,.832,*4D/H
564,Ian Kinsler\kinslia01,640,144,566,101,143,32,4,31,86,59,0,77,6,3,6,9,31,5,.253,.327,.488,.814,*4
565,Ian Kinsler\kinslia01,460,103,391,73,112,20,1,9,45,56,2,57,7,2,4,11,15,5,.286,.382,.412,.794,*4/H
566,Ian Kinsler\kinslia01,726,161,684,100,188,40,4,17,92,29,1,79,5,3,5,20,15,4,.275,.307,.420,.727,*4/H
567,Ian Kinsler\kinslia01,675,154,624,94,185,35,7,11,73,43,0,80,3,0,5,13,10,6,.296,.342,.428,.770,*4/HD
568,Ian Kinsler\kinslia01,534,128,487,66,117,26,0,14,48,40,0,64,4,0,3,15,16,7,.240,.301,.380,.681,*4/H
569,Ian Kinsler\kinslia01,731,157,655,105,168,42,5,19,72,60,0,90,10,1,5,14,21,9,.256,.326,.423,.749,*4D/5
570,Ian Kinsler\kinslia01,679,153,618,117,178,29,4,28,83,45,0,115,13,0,3,5,14,6,.288,.348,.484,.831,*4/HD
571,Ian Kinsler\kinslia01,614,136,545,85,151,31,2,13,72,51,0,59,8,3,7,5,15,11,.277,.344,.413,.757,*4D/H
572,Ian Kinsler\kinslia01,281,87,258,28,56,12,0,9,22,19,0,54,3,0,1,5,2,4,.217,.278,.368,.646,*4H/1
573,Ian Kinsler\kinslia01,474,120,423,65,121,27,1,14,55,40,1,64,3,1,7,12,11,4,.286,.347,.454,.801,*4/H
574,Ian Kinsler\kinslia01,613,139,551,90,130,25,3,22,52,55,2,86,7,0,0,9,14,5,.236,.313,.412,.725,*4/DH
575,Ian Kinsler\kinslia01,566,130,483,96,127,22,2,20,61,62,2,83,9,8,4,14,23,2,.263,.355,.441,.796,*4/H
576,Jason Kipnis\kipnija01,511,121,458,52,112,23,1,17,65,40,2,88,2,5,6,7,7,2,.245,.304,.410,.715,*4/D
577,Jason Kipnis\kipnija01,555,129,500,61,120,25,1,6,41,50,2,100,2,1,2,15,22,3,.240,.310,.330,.640,*4/DH
578,Jason Kipnis\kipnija01,641,141,565,86,171,43,7,9,52,57,6,107,9,4,6,5,12,8,.303,.372,.451,.823,*4D/H
579,Jason Kipnis\kipnija01,373,90,336,43,78,25,0,12,35,28,0,71,2,2,5,0,6,2,.232,.291,.414,.705,*48/HD
580,Jason Kipnis\kipnija01,658,149,564,86,160,36,4,17,84,76,3,143,3,5,10,10,30,7,.284,.366,.452,.818,*4/HD
581,Jason Kipnis\kipnija01,601,147,530,65,122,28,1,18,75,60,1,112,7,1,3,5,7,1,.230,.315,.389,.704,*48/HD
582,Jason Kipnis\kipnija01,672,152,591,86,152,22,4,14,76,67,2,109,5,3,6,12,31,7,.257,.335,.379,.714,*4/DH
583,Jason Kipnis\kipnija01,688,156,610,91,168,41,4,23,82,60,0,146,6,5,7,21,15,3,.275,.343,.469,.811,*4/DH
584,Chuck Knoblauch\knoblch01,716,156,611,117,178,26,10,9,58,84,6,84,17,0,4,11,62,10,.291,.390,.411,.800,*4/6D
585,Chuck Knoblauch\knoblch01,706,150,603,117,160,25,4,17,64,76,1,70,18,2,7,13,31,12,.265,.361,.405,.765,*4/D
586,Chuck Knoblauch\knoblch01,499,109,445,85,139,45,3,5,51,41,2,56,10,0,3,13,35,6,.312,.381,.461,.841,*4/6
587,Chuck Knoblauch\knoblch01,629,136,538,107,179,34,8,11,63,78,3,95,10,0,3,15,46,18,.333,.424,.487,.911,*4/6
588,Chuck Knoblauch\knoblch01,636,151,565,78,159,24,6,1,50,59,0,40,4,1,5,8,25,5,.281,.351,.350,.701,*4/H6
589,Chuck Knoblauch\knoblch01,715,150,603,120,176,36,4,18,68,83,0,57,21,3,5,7,28,9,.292,.393,.454,.848,*4
590,Chuck Knoblauch\knoblch01,707,155,600,104,178,19,6,2,56,88,1,60,5,2,12,8,34,13,.297,.384,.358,.743,*4/6HD
591,Chuck Knoblauch\knoblch01,685,153,602,82,167,27,4,2,41,65,1,44,9,4,5,11,29,11,.277,.354,.346,.699,*4/6H8
592,Chuck Knoblauch\knoblch01,457,102,400,75,113,22,2,5,26,46,0,45,8,1,2,6,15,7,.283,.366,.385,.751,*4D/H
593,Chuck Knoblauch\knoblch01,701,153,578,140,197,35,14,13,72,98,6,74,19,0,6,9,45,14,.341,.448,.517,.965,*4/DH
594,Tommy La Stella\lasteto01,321,80,292,49,86,8,0,16,44,20,0,28,3,0,0,8,0,0,.295,.346,.486,.832,*45/H3D
595,Tommy La Stella\lasteto01,360,93,319,22,80,16,1,1,31,36,2,40,1,3,1,8,2,1,.251,.328,.317,.644,*4/HD
596,Mike Lansing\lansimi01,631,144,572,86,161,45,2,20,70,45,2,92,5,6,3,9,11,5,.281,.338,.472,.810,*4
